,minaddress,maxaddress,minyear,maxyear,minweek,maxweek,minweekday,maxweekday,mintime,maxtime,tuple_count,cluster_label,consumption diversity,PID diversity,consumption_range,consumption_difference,consumption_difference_wo_zero,proximity_ratio,proximity_ratio_wo_zero,address_range,year_range,week_range,weekday_range,time_range,il_address,il_year,il_week,il_weekday,il_time
0,10551100546,10551106413,2011,2011,1,1,2,2,48,49,16,0,3,15,359.33734939759,23.955823293172667,37.72091104142601,0.7109375,0.0,5867,0,0,0,1,0.0007324105983446297,0,0.0,0.0,0.010526315789473684
1,10551100546,10551106413,2011,2011,1,1,7,7,25,25,10,1,1,10,0.0,0.0,0.0,0.9,3.0,5867,0,0,0,0,0.0007324105983446297,0,0.0,0.0,0.0
2,10551100546,10551106920,2011,2011,2,2,6,6,30,30,10,2,3,10,206.205479452055,22.91171993911722,174.0427146805946,0.5599999999999999,0.0,6374,0,0,0,0,0.0007957022590503954,0,0.0,0.0,0.0
3,10551100546,10551107364,2011,2011,1,1,4,4,16,16,13,3,3,13,174.638554216867,14.553212851405583,87.10405559681179,0.650887573964497,0.0,6818,0,0,0,0,0.0008511292755264506,0,0.0,0.0,0.0
4,10551100546,10551107364,2011,2011,1,1,6,6,64,64,12,4,5,12,355.931506849315,32.35740971357409,106.77650005345059,0.40277777777777773,0.1,6818,0,0,0,0,0.0008511292755264506,0,0.0,0.0,0.0
5,10551100546,10551107364,2011,2011,2,2,2,2,47,47,10,5,3,10,358.684931506849,39.85388127853878,320.28470854140863,0.5599999999999999,0.0,6818,0,0,0,0,0.0008511292755264506,0,0.0,0.0,0.0
6,10551100546,10551108073,2011,2011,1,1,3,3,22,22,12,6,3,12,189.712328767123,17.24657534246573,86.52925609003002,0.625,0.0,7527,0,0,0,0,0.0009396377320163674,0,0.0,0.0,0.0
7,10551100546,10551108073,2011,2011,1,1,5,5,34,34,12,7,2,12,287.260273972603,26.114570361145727,0.0,0.763888888888889,0.0,7527,0,0,0,0,0.0009396377320163674,0,0.0,0.0,0.0
8,10551100546,10551108073,2011,2011,1,1,6,6,86,88,14,8,5,12,274.096385542169,21.084337349397615,82.8760527058066,0.4591836734693878,0.0,7527,0,0,0,2,0.0009396377320163674,0,0.0,0.0,0.021052631578947368
9,10551100546,10551108073,2011,2011,2,2,2,2,3,3,15,9,3,15,322.916666666667,23.065476190476215,301.3559085841698,0.6933333333333335,0.0,7527,0,0,0,0,0.0009396377320163674,0,0.0,0.0,0.0
10,10551100546,10551108073,2011,2011,2,2,3,3,50,50,13,10,2,13,198.454461821527,16.537871818460584,0.0,0.7810650887573966,0.0,7527,0,0,0,0,0.0009396377320163674,0,0.0,0.0,0.0
11,10551100546,10551108073,2011,2011,2,2,3,3,73,73,13,11,5,13,371.415662650602,30.951305220883494,111.56441820794869,0.4260355029585799,0.0,7527,0,0,0,0,0.0009396377320163674,0,0.0,0.0,0.0
12,10551100546,10551108073,2011,2011,2,2,5,5,30,30,13,12,3,13,239.034038638454,19.919503219871167,8.102531789138993,0.6627218934911242,0.3333333333333333,7527,0,0,0,0,0.0009396377320163674,0,0.0,0.0,0.0
13,10551100546,10551108871,2011,2011,1,1,1,1,71,71,14,13,4,14,371.415662650602,28.570435588507845,166.5077198425808,0.5612244897959184,0.0,8325,0,0,0,0,0.001039256558926034,0,0.0,0.0,0.0
14,10551100546,10551108871,2011,2011,1,1,2,2,77,78,17,14,3,16,377.469879518072,23.5918674698795,183.62443333591898,0.7266435986159169,0.0,8325,0,0,0,1,0.001039256558926034,0,0.0,0.0,0.010526315789473684
15,10551100546,10551108871,2011,2011,1,1,3,3,31,31,11,15,2,11,259.780821917808,25.9780821917808,0.0,0.743801652892562,0.0,8325,0,0,0,0,0.001039256558926034,0,0.0,0.0,0.0
16,10551100546,10551108871,2011,2011,1,1,3,3,72,72,10,16,3,10,405.575342465753,45.06392694063922,200.662738969893,0.5599999999999999,0.0,8325,0,0,0,0,0.001039256558926034,0,0.0,0.0,0.0
17,10551100546,10551108871,2011,2011,1,1,5,5,52,52,10,17,3,10,377.469879518072,41.94109772423022,183.62443333591898,0.5599999999999999,0.0,8325,0,0,0,0,0.001039256558926034,0,0.0,0.0,0.0
18,10551100546,10551108871,2011,2011,2,2,2,2,5,5,13,18,4,13,221.315068493151,18.442922374429248,68.2702297387558,0.5325443786982249,0.0,8325,0,0,0,0,0.001039256558926034,0,0.0,0.0,0.0
19,10551100546,10551108871,2011,2011,2,2,5,5,45,45,13,19,2,13,350.271084337349,29.18925702811242,0.0,0.7810650887573966,0.0,8325,0,0,0,0,0.001039256558926034,0,0.0,0.0,0.0
20,10551100546,10551108871,2011,2011,2,2,6,6,60,60,12,20,4,12,371.415662650602,33.76506024096381,170.18386254046266,0.5,0.0,8325,0,0,0,0,0.001039256558926034,0,0.0,0.0,0.0
21,10551100546,10551108871,2011,2011,2,2,7,7,10,10,10,21,1,10,0.0,0.0,0.0,0.9,3.0,8325,0,0,0,0,0.001039256558926034,0,0.0,0.0,0.0
