,minaddress,maxaddress,minyear,maxyear,minweek,maxweek,minweekday,maxweekday,mintime,maxtime,tuple_count,cluster_label,consumption diversity,PID diversity,consumption_range,consumption_difference,consumption_difference_wo_zero,proximity_ratio,proximity_ratio_wo_zero,address_range,year_range,week_range,weekday_range,time_range,il_address,il_year,il_week,il_weekday,il_time
0,10551100546,10552108752,2011,2011,1,1,4,4,52,55,31,0,8,27,402.969247083775,13.432308236125833,46.468490270187,0.5785639958376689,0.07142857142857142,1008206,0,0,0,3,0.1258600238136434,0,0.0,0.0,0.031578947368421054
1,10551100546,10552108957,2011,2011,2,2,2,2,2,3,33,1,10,28,461.293743372216,14.41542948038175,54.966623161214855,0.5160697887970616,0.11111111111111109,1008411,0,0,0,1,0.12588561511629562,0,0.0,0.0,0.010526315789473684
2,10551100546,10552109311,2011,2011,2,2,3,3,92,93,28,2,9,26,291.866028708134,10.809852915116075,38.694669175218394,0.48724489795918374,0.027777777777777776,1008765,0,0,0,1,0.12592980692672923,0,0.0,0.0,0.010526315789473684
3,10551100546,10552109311,2011,2011,2,2,5,5,22,24,32,3,15,26,247.424657534247,7.98144056562087,16.49564416244516,0.328125,0.14285714285714285,1008765,0,0,0,2,0.12592980692672923,0,0.0,0.0,0.021052631578947368
4,10551100546,10552109438,2011,2011,2,2,1,1,34,36,34,4,8,29,491.424310216257,14.891645764129,62.76529572184833,0.610726643598616,0.07142857142857142,1008892,0,0,0,2,0.12594566105081134,0,0.0,0.0,0.021052631578947368
5,10551100546,10552109438,2011,2011,2,2,1,1,38,40,41,5,12,35,513.049962714392,12.8262490678598,48.14446115438234,0.5264723378941106,0.11363636363636363,1008892,0,0,0,2,0.12594566105081134,0,0.0,0.0,0.021052631578947368
6,10551100546,10552109438,2011,2011,2,2,2,2,10,12,44,6,13,34,334.82475764355,7.786622270780233,24.386900807735003,0.5201446280991736,0.09615384615384613,1008892,0,0,0,2,0.12594566105081134,0,0.0,0.0,0.021052631578947368
7,10551100546,10552109721,2011,2011,2,2,4,4,48,50,38,7,11,29,2448.90243902439,66.18655240606459,256.6865986238634,0.530470914127424,0.09090909090909091,1009175,0,0,0,2,0.12598098953203368,0,0.0,0.0,0.021052631578947368
8,10551100546,10552109922,2011,2011,1,1,1,1,7,7,28,8,9,28,256.524981357196,9.500925235451703,31.34750341946734,0.48724489795918374,0.027777777777777776,1009376,0,0,0,0,0.12600608149219517,0,0.0,0.0,0.0
9,10551100546,10552109922,2011,2011,1,1,3,3,27,28,28,9,8,27,299.38900203666,11.088481556913333,44.62410283498699,0.538265306122449,0.03571428571428571,1009376,0,0,0,1,0.12600608149219517,0,0.0,0.0,0.010526315789473684
