,minaddress,maxaddress,minyear,maxyear,minweek,maxweek,minweekday,maxweekday,mintime,maxtime,tuple_count,cluster_label,consumption diversity,PID diversity,consumption_range,consumption_difference,consumption_difference_wo_zero,proximity_ratio,proximity_ratio_wo_zero,address_range,year_range,week_range,weekday_range,time_range,il_address,il_year,il_week,il_weekday,il_time
0,10551100546,10553148000,2011,2011,1,1,1,1,0,8,310,0,94,109,1114.37403400309,3.6063884595569253,10.836490264586816,0.45621227887617066,0.07481439177612792,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
1,10551100546,10553148000,2011,2011,1,1,1,1,8,16,274,1,95,103,1003.78048780488,3.676851603680879,10.137469659012025,0.4212264904896372,0.08493094207379921,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
2,10551100546,10553148000,2011,2011,1,1,1,1,16,24,267,2,94,107,1033.70786516854,3.8861197938666914,10.549005423822235,0.41264430697583065,0.07227014517147065,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
3,10551100546,10553148000,2011,2011,1,1,1,1,24,32,290,3,105,108,2302.19512195122,7.966073086336401,21.42591683378814,0.4067063020214031,0.07770854967116649,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
4,10551100546,10553148000,2011,2011,1,1,1,1,32,40,298,4,92,102,2642.37623762376,8.896889688968889,27.889361018481683,0.48237691995856036,0.11633493479752921,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
5,10551100546,10553148000,2011,2011,1,1,1,1,40,48,291,5,107,106,2742.07920792079,9.455445544554449,25.08149644395876,0.4062422503277004,0.12168473728106753,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
6,10551100546,10553148000,2011,2011,1,1,1,1,48,56,277,6,87,104,2781.88118811881,10.079279667097136,31.618772994817625,0.47163393241147417,0.08375893769152196,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
7,10551100546,10553148000,2011,2011,1,1,1,1,56,64,286,7,86,108,2522.77227722772,8.851832551676212,28.96057572623558,0.49185779255709333,0.10841170323928945,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
8,10551100546,10553148000,2011,2011,1,1,1,1,64,72,277,8,82,106,2911.48514851485,10.548859233749457,35.5471899227579,0.5002932398441268,0.08183955333529239,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
9,10551100546,10553148000,2011,2011,1,1,1,1,72,80,316,9,110,108,3150.69306930693,10.002200220021999,27.602546178197887,0.42109637878545103,0.11037376048817694,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
10,10551100546,10553148000,2011,2011,1,1,1,1,80,88,305,10,96,108,2961.38613861386,9.741401771756118,29.599375768123064,0.46010212308519205,0.09712871287128712,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
11,10551100546,10553148000,2011,2011,1,1,1,1,88,96,281,11,97,103,1410.11235955056,5.036115569823429,14.639802693385581,0.4391155127214701,0.06797680412371133,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
12,10551100546,10553148000,2011,2011,1,1,2,2,0,8,315,12,110,106,1308.90243902439,4.168479105173217,11.607716289582672,0.42215167548500887,0.06969026548672566,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
13,10551100546,10553148000,2011,2011,1,1,2,2,8,16,270,13,90,105,981.683168316832,3.649379807869264,10.436113154721031,0.4375720164609054,0.0854495538778312,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
14,10551100546,10553148000,2011,2011,1,1,2,2,16,24,264,14,88,107,1041.18811881188,3.958890185596502,10.744654609801753,0.41114267676767685,0.06432560137457044,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
15,10551100546,10553148000,2011,2011,1,1,2,2,24,32,297,15,88,107,2057.56097560976,6.951219512195135,22.870081233599574,0.4906755546486187,0.07814407814407813,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
16,10551100546,10553148000,2011,2011,1,1,2,2,32,40,305,16,105,104,2801.88118811881,9.216714434601348,26.653346901451123,0.4417952163396936,0.11662174303683737,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
17,10551100546,10553148000,2011,2011,1,1,2,2,40,48,323,17,98,108,2712.17821782178,8.422913719943416,27.065232721711386,0.48348972960538295,0.09267326732673267,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
18,10551100546,10553148000,2011,2011,1,1,2,2,48,56,278,18,88,102,2652.27722772277,9.57500804232047,28.786341201652938,0.45630402153097666,0.09992987377279101,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
19,10551100546,10553148000,2011,2011,1,1,2,2,56,64,283,19,86,104,2612.47524752475,9.264096622428191,29.302730022166067,0.47875488519022585,0.1124843945068664,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
20,10551100546,10553148000,2011,2011,1,1,2,2,64,72,302,20,97,108,2751.9801980198,9.142791355547509,27.472903366144845,0.45639445638349185,0.1012871287128713,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
21,10551100546,10553148000,2011,2011,1,1,2,2,72,80,276,21,95,107,3170.69306930693,11.529792979297927,33.01955856560836,0.4390884268010922,0.13187285223367698,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
22,10551100546,10553148000,2011,2011,1,1,2,2,80,88,304,22,105,106,2921.48514851485,9.641865176616667,27.241982480572773,0.43003376038781166,0.09778470058843888,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
23,10551100546,10553148000,2011,2011,1,1,2,2,88,96,282,23,90,103,2433.76237623762,8.66107607202,26.51383551380236,0.4594587797394498,0.07339878447872837,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
24,10551100546,10553148000,2011,2011,1,1,3,3,0,8,279,24,91,106,1504.14634146341,5.410598350587805,15.93572683488185,0.44727071851594924,0.08689809630459125,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
25,10551100546,10553148000,2011,2011,1,1,3,3,8,16,270,25,83,102,1467.43902439024,5.455163659443271,16.612819293917724,0.4595747599451303,0.07162921348314606,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
26,10551100546,10553148000,2011,2011,1,1,3,3,16,24,285,26,75,102,1060.9900990099,3.735880630316549,13.684036243793349,0.537334564481379,0.09806859806859809,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
27,10551100546,10553148000,2011,2011,1,1,3,3,24,32,277,27,88,103,2255.04950495049,8.170469220835107,25.380553941681736,0.4659124972305126,0.07403245942571784,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
28,10551100546,10553148000,2011,2011,1,1,3,3,32,40,273,28,103,104,2289.87804878049,8.418669296987096,21.880709265578897,0.3925988541373157,0.07948717948717948,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
29,10551100546,10553148000,2011,2011,1,1,3,3,40,48,282,29,83,106,2413.86138613861,8.590254043197902,29.031509684943487,0.5035586741109601,0.09222604704532415,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
30,10551100546,10553148000,2011,2011,1,1,3,3,48,56,258,30,73,102,2522.31707317073,9.814463319730468,32.310637400775235,0.4918724836247823,0.08455047062641997,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
31,10551100546,10553148000,2011,2011,1,1,3,3,56,64,286,31,89,106,2384.15841584158,8.365468125759929,27.034432770920915,0.486380752115018,0.09933605720122575,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
32,10551100546,10553148000,2011,2011,1,1,3,3,64,72,292,32,98,106,2483.46534653465,8.534245177095018,25.001915862871485,0.4473165697128917,0.10949494949494952,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
33,10551100546,10553148000,2011,2011,1,1,3,3,72,80,257,33,82,101,2522.31707317073,9.852801067073164,30.347342287763347,0.46840981695407957,0.11990820424555365,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
34,10551100546,10553148000,2011,2011,1,1,3,3,80,88,305,34,92,106,2632.37623762376,8.659132360604474,28.281366452771472,0.4931900026874497,0.1312056737588653,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
35,10551100546,10553148000,2011,2011,1,1,3,3,88,96,304,35,86,104,1204.01854714065,3.9736585714212875,13.070229614581482,0.49495758310249316,0.06999522216913522,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
36,10551100546,10553148000,2011,2011,1,1,4,4,0,8,282,36,91,104,1391.08910891089,4.950495049504947,14.38082415881087,0.44122529047834613,0.07280927835051547,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
37,10551100546,10553148000,2011,2011,1,1,4,4,8,16,263,37,92,104,1070.89108910891,4.087370569117977,11.259087123514368,0.4217496277234021,0.0873460246360582,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
38,10551100546,10553148000,2011,2011,1,1,4,4,16,24,287,38,93,108,1301.68316831683,4.5513397493595456,13.185587720582888,0.44056623244181664,0.07802514945372088,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
39,10551100546,10553148000,2011,2011,1,1,4,4,24,32,292,39,91,106,2314.55445544554,7.953795379537938,24.843302904459193,0.4705502908613249,0.08224662548615877,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
40,10551100546,10553148000,2011,2011,1,1,4,4,32,40,266,40,85,104,2384.15841584158,8.996824210722943,27.986676474623046,0.4695290858725761,0.08782489740082079,2047454,0,0,0,8,0.2555951631195669,0,0.0,0.0,0.08333333333333333
