,minaddress,maxaddress,minyear,maxyear,minweek,maxweek,minweekday,maxweekday,mintime,maxtime,tuple_count,cluster_label,consumption diversity,PID diversity,consumption_range,consumption_difference,consumption_difference_wo_zero,proximity_ratio,proximity_ratio_wo_zero,address_range,year_range,week_range,weekday_range,time_range,il_address,il_year,il_week,il_weekday,il_time
0,10551100546,10551110670,2011,2011,1,1,2,2,33,36,31,0,8,26,514.541387024609,17.151379567486966,80.76804610945267,0.5785639958376689,0.07142857142857142,10124,0,0,0,3,0.0012638358441522126,0,0.0,0.0,0.031578947368421054
1,10551100546,10551110670,2011,2011,1,1,4,4,13,16,39,1,11,26,310.216256524981,8.163585698025816,31.700604744569304,0.5430637738330046,0.1272727272727273,10124,0,0,0,3,0.0012638358441522126,0,0.0,0.0,0.031578947368421054
2,10551100546,10551110670,2011,2011,1,1,5,5,85,87,38,2,9,27,521.252796420582,14.087913416772485,69.71074349247684,0.6080332409972301,0.1111111111111111,10124,0,0,0,2,0.0012638358441522126,0,0.0,0.0,0.021052631578947368
3,10551100546,10551110670,2011,2011,1,1,6,6,78,81,50,3,15,25,583.146905294556,11.900957250909306,42.42627339415287,0.5187999999999999,0.17619047619047618,10124,0,0,0,3,0.0012638358441522126,0,0.0,0.0,0.031578947368421054
4,10551100546,10551110670,2011,2011,2,2,1,1,76,79,42,4,10,26,573.700954400848,13.992706204898731,67.26236846398561,0.6054421768707482,0.13333333333333336,10124,0,0,0,3,0.0012638358441522126,0,0.0,0.0,0.031578947368421054
5,10551100546,10551110670,2011,2011,2,2,7,7,4,7,39,5,11,25,433.258762117823,11.401546371521658,40.8915640397864,0.5450361604207757,0.15454545454545457,10124,0,0,0,3,0.0012638358441522126,0,0.0,0.0,0.031578947368421054
6,10551100546,10551110933,2011,2011,1,1,1,1,71,73,40,6,12,25,586.875466070097,15.048088873592231,54.95956444424494,0.5187499999999999,0.13636363636363635,10387,0,0,0,2,0.0012966676129206867,0,0.0,0.0,0.021052631578947368
7,10551100546,10551110933,2011,2011,1,1,1,1,73,76,38,7,11,25,599.552572706935,16.20412358667392,56.79472215363664,0.5062326869806095,0.2196969696969697,10387,0,0,0,3,0.0012966676129206867,0,0.0,0.0,0.031578947368421054
8,10551100546,10551110933,2011,2011,1,1,2,2,11,19,38,8,9,26,269.202087994034,7.275732107946865,31.02484293905359,0.5650969529085872,0.04444444444444444,10387,0,0,0,8,0.0012966676129206867,0,0.0,0.0,0.08421052631578947
9,10551100546,10551110933,2011,2011,1,1,2,2,19,24,35,9,10,25,281.25,8.272058823529411,28.79180602006689,0.4946938775510204,0.05454545454545454,10387,0,0,0,5,0.0012966676129206867,0,0.0,0.0,0.05263157894736842
10,10551100546,10551110933,2011,2011,1,1,4,4,43,46,35,10,11,26,553.318419090231,16.27407114971268,51.9483413516095,0.46122448979591835,0.0984848484848485,10387,0,0,0,3,0.0012966676129206867,0,0.0,0.0,0.031578947368421054
11,10551100546,10551110933,2011,2011,1,1,4,4,76,79,43,11,12,29,554.064131245339,13.192003124889023,52.02291256712031,0.5408328826392643,0.06060606060606061,10387,0,0,0,3,0.0012966676129206867,0,0.0,0.0,0.031578947368421054
12,10551100546,10551110933,2011,2011,1,1,5,5,33,36,38,12,8,27,400.84835630965,10.833739359720271,60.68765804714902,0.6481994459833796,0.10714285714285714,10387,0,0,0,3,0.0012966676129206867,0,0.0,0.0,0.031578947368421054
13,10551100546,10551110933,2011,2011,1,1,5,5,43,45,37,13,9,26,560.775540641312,15.577098351147555,75.35684980972398,0.596055514974434,0.05555555555555555,10387,0,0,0,2,0.0012966676129206867,0,0.0,0.0,0.021052631578947368
