,minaddress,maxaddress,minyear,maxyear,minweek,maxweek,minweekday,maxweekday,mintime,maxtime,tuple_count,cluster_label,consumption diversity,PID diversity,consumption_range,consumption_difference,consumption_difference_wo_zero,proximity_ratio,proximity_ratio_wo_zero,address_range,year_range,week_range,weekday_range,time_range,il_address,il_year,il_week,il_weekday,il_time
0,10551100546,10551228000,2011,2011,1,1,1,1,0,8,87,0,26,30,302.083333333333,3.512596899224802,10.078386287625406,0.44682256572862994,0.08735632183908046,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
1,10551100546,10551228000,2011,2011,1,1,1,1,8,16,72,1,20,27,291.666666666667,4.107981220657282,13.561036789297674,0.5055941358024693,0.15367965367965367,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
2,10551100546,10551228000,2011,2011,1,1,1,1,16,24,72,2,20,30,291.666666666667,4.107981220657282,14.24543800974009,0.5189043209876544,0.09047619047619049,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
3,10551100546,10551228000,2011,2011,1,1,1,1,24,32,70,3,18,29,292.319164802386,4.236509634817189,14.51506817959496,0.5275510204081635,0.09210526315789472,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
4,10551100546,10551228000,2011,2011,1,1,1,1,32,40,83,4,17,30,510.06711409396,6.220330659682439,26.542463347450038,0.6276672956887792,0.1111111111111111,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
5,10551100546,10551228000,2011,2011,1,1,1,1,40,48,72,5,24,28,579.418344519016,8.160821753788959,23.74525011068574,0.4508101851851851,0.135,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
6,10551100546,10551228000,2011,2011,1,1,1,1,48,56,78,6,19,30,560.029828486204,7.273114655664987,29.38788282869596,0.5698553583168968,0.11842105263157898,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
7,10551100546,10551228000,2011,2011,1,1,1,1,56,64,87,7,19,31,574.198359433259,6.676725109689059,30.113088592322146,0.6095917558462147,0.1526315789473684,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
8,10551100546,10551228000,2011,2011,1,1,1,1,64,72,80,8,18,30,577.181208053691,7.306091241185961,34.063652705139404,0.6175,0.15032679738562088,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
9,10551100546,10551228000,2011,2011,1,1,1,1,72,80,105,9,33,30,599.552572706935,5.764928583720529,17.21052186473838,0.4692970521541949,0.1714285714285714,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
10,10551100546,10551228000,2011,2011,1,1,1,1,80,88,83,10,21,31,568.398727465536,6.9316917983601956,25.588132852183776,0.5398461315140078,0.11660079051383397,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
11,10551100546,10551228000,2011,2011,1,1,1,1,88,96,88,11,25,30,530.222693531283,6.094513718750379,22.21267781966753,0.5337035123966942,0.16833333333333336,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
12,10551100546,10551228000,2011,2011,1,1,2,2,0,8,97,12,29,30,498.409331919406,5.191763874160479,17.07012146566759,0.49070039324051445,0.07011494252873564,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
13,10551100546,10551228000,2011,2011,1,1,2,2,8,16,75,13,16,30,302.083333333333,4.082207207207202,17.532660953177235,0.5934222222222221,0.10457516339869281,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
14,10551100546,10551228000,2011,2011,1,1,2,2,16,24,87,14,22,31,302.083333333333,3.512596899224802,11.734891768859145,0.5072004227771172,0.08769230769230771,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
15,10551100546,10551228000,2011,2011,1,1,2,2,24,32,93,15,24,31,364.653243847875,3.9636222157377716,13.70117992113908,0.5189039195282694,0.09401709401709403,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
16,10551100546,10551228000,2011,2011,1,1,2,2,32,40,90,16,23,29,533.92990305742,5.999212393903596,23.99984727092986,0.5724691358024692,0.16007905138339915,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
17,10551100546,10551228000,2011,2011,1,1,2,2,40,48,86,17,16,31,554.809843400447,6.5271746282405525,37.29211893057819,0.6768523526230392,0.15000000000000002,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
18,10551100546,10551228000,2011,2011,1,1,2,2,48,56,66,18,14,27,563.012677106637,8.661733493948262,44.191041561190396,0.6372819100091829,0.10989010989010992,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
19,10551100546,10551228000,2011,2011,1,1,2,2,56,64,85,19,26,31,549.310710498409,6.539413220219155,20.61902819697092,0.49384083044982724,0.20797720797720795,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
20,10551100546,10551228000,2011,2011,1,1,2,2,64,72,84,20,28,30,558.538404175988,6.729378363566121,19.49539405201954,0.45564058956916104,0.16625615763546797,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
21,10551100546,10551228000,2011,2011,1,1,2,2,72,80,65,21,21,30,567.338282078473,8.86466065747614,28.07911981601773,0.49183431952662726,0.23333333333333345,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
22,10551100546,10551228000,2011,2011,1,1,2,2,80,88,89,22,22,31,584.638329604773,6.643617381872421,27.540166201531854,0.5847746496654462,0.1645021645021645,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
23,10551100546,10551228000,2011,2011,1,1,2,2,88,96,86,23,23,30,528.101802757158,6.212962385378329,24.147545632169177,0.5540832882639264,0.13043478260869562,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
24,10551100546,10551228000,2011,2011,1,1,3,3,0,8,78,24,20,29,521.739130434783,6.77583286278939,27.756410256410273,0.5678829717291257,0.08684210526315787,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
25,10551100546,10551228000,2011,2011,1,1,3,3,8,16,68,25,20,28,313.199105145414,4.674613509633045,15.319755754000845,0.4982698961937717,0.11428571428571428,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
26,10551100546,10551228000,2011,2011,1,1,3,3,16,24,92,26,18,29,319.910514541387,3.5155001597954616,17.582774709398926,0.6435491493383744,0.13157894736842102,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
27,10551100546,10551228000,2011,2011,1,1,3,3,24,32,72,27,16,28,298.222891566265,4.200322416426268,18.44414223225119,0.6001157407407407,0.11397058823529412,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
28,10551100546,10551228000,2011,2011,1,1,3,3,32,40,73,28,21,30,539.149888143177,7.488192890877459,26.472889143016474,0.5235503846875585,0.08095238095238097,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
29,10551100546,10551228000,2011,2011,1,1,3,3,40,48,86,29,20,31,556.301267710664,6.544720796596047,29.0568708743011,0.6019469983775011,0.07894736842105263,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
30,10551100546,10551228000,2011,2011,1,1,3,3,48,56,67,30,16,26,507.953340402969,7.696262733378318,31.570356472795478,0.5754065493428381,0.1213235294117647,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
31,10551100546,10551228000,2011,2011,1,1,3,3,56,64,73,31,18,29,555.555555555556,7.716049382716055,32.712049424005976,0.5884781384875212,0.1830065359477124,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
32,10551100546,10551228000,2011,2011,1,1,3,3,64,72,78,32,24,30,545.86129753915,7.089107760248701,23.299259343904815,0.49884944115713353,0.1177536231884058,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
33,10551100546,10551228000,2011,2011,1,1,3,3,72,80,71,33,19,30,572.706935123043,8.1815276446149,31.69834879699453,0.557230708192819,0.15497076023391812,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
34,10551100546,10551228000,2011,2011,1,1,3,3,80,88,100,34,21,31,553.318419090231,5.589074940305364,26.141394756072316,0.628,0.2554112554112554,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
35,10551100546,10551228000,2011,2011,1,1,3,3,88,96,86,35,18,29,477.255779269202,5.6147738737553174,22.47789487204427,0.5677393185505678,0.08441558441558442,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
36,10551100546,10551228000,2011,2011,1,1,4,4,0,8,67,36,15,29,483.56309650053,7.3267135833413635,30.57681884511151,0.5734016484740476,0.08823529411764706,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
37,10551100546,10551228000,2011,2011,1,1,4,4,8,16,82,37,20,30,312.5,3.8580246913580245,15.194948072522442,0.5704937537180251,0.12857142857142856,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
38,10551100546,10551228000,2011,2011,1,1,4,4,16,24,79,38,26,30,281.25,3.605769230769231,10.773701690821254,0.4702771991668001,0.11230769230769232,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
39,10551100546,10551228000,2011,2011,1,1,4,4,24,32,79,39,20,30,402.684563758389,5.162622612287039,19.66915660647868,0.5551994872616568,0.10238095238095235,127454,0,0,0,8,0.015910797468583558,0,0.0,0.0,0.08333333333333333
