,minaddress,maxaddress,minyear,maxyear,minweek,maxweek,minweekday,maxweekday,mintime,maxtime,tuple_count,cluster_label,consumption diversity,PID diversity,consumption_range,consumption_difference,consumption_difference_wo_zero,proximity_ratio,proximity_ratio_wo_zero,address_range,year_range,week_range,weekday_range,time_range,il_address,il_year,il_week,il_weekday,il_time
0,10551100546,10551116000,2011,2011,1,1,1,1,0,16,159,0,41,30,302.083333333333,1.9119198312236265,5.759077878643089,0.4769985364502987,0.11254901960784312,15454,0,0,0,16,0.0019292094722761963,0,0.0,0.0,0.16666666666666666
1,10551100546,10551116000,2011,2011,1,1,1,1,16,32,142,1,35,31,292.319164802386,2.0731855659743688,7.139890008441597,0.5280698274151954,0.09102564102564101,15454,0,0,0,16,0.0019292094722761963,0,0.0,0.0,0.16666666666666666
2,10551100546,10551116000,2011,2011,1,1,1,1,32,48,155,2,40,31,579.418344519016,3.762456782591013,13.6535188136443,0.5448074921956295,0.1202090592334495,15454,0,0,0,16,0.0019292094722761963,0,0.0,0.0,0.16666666666666666
3,10551100546,10551116000,2011,2011,1,1,1,1,48,64,165,3,34,31,574.198359433259,3.501209508739384,14.679741131448171,0.5960330578512396,0.15182186234817807,15454,0,0,0,16,0.0019292094722761963,0,0.0,0.0,0.16666666666666666
4,10551100546,10551116000,2011,2011,1,1,1,1,64,80,185,4,48,31,599.552572706935,3.258437895146386,11.358944430727329,0.5339956172388605,0.1711915535444947,15454,0,0,0,16,0.0019292094722761963,0,0.0,0.0,0.16666666666666666
5,10551100546,10551116000,2011,2011,1,1,1,1,80,96,171,5,45,31,568.398727465536,3.343521926267859,12.201502750813471,0.540029410758866,0.1345975948196115,15454,0,0,0,16,0.0019292094722761963,0,0.0,0.0,0.16666666666666666
6,10551100546,10551116000,2011,2011,1,1,2,2,0,16,172,6,40,31,498.409331919406,2.914674455669041,10.621408911970944,0.5391427798810167,0.09250693802035154,15454,0,0,0,16,0.0019292094722761963,0,0.0,0.0,0.16666666666666666
7,10551100546,10551116000,2011,2011,1,1,2,2,16,32,180,7,43,31,364.653243847875,2.0371689600439944,6.88414625934323,0.5178086419753087,0.09992458521870286,15454,0,0,0,16,0.0019292094722761963,0,0.0,0.0,0.16666666666666666
8,10551100546,10551116000,2011,2011,1,1,2,2,32,48,176,8,38,31,554.809843400447,3.1703419622882687,14.57990925090428,0.6271306818181818,0.17354196301564723,15454,0,0,0,16,0.0019292094722761963,0,0.0,0.0,0.16666666666666666
9,10551100546,10551116000,2011,2011,1,1,2,2,48,64,151,9,38,31,563.012677106637,3.7534178473775803,13.955065756165386,0.5585281347309328,0.19423076923076926,15454,0,0,0,16,0.0019292094722761963,0,0.0,0.0,0.16666666666666666
10,10551100546,10551116000,2011,2011,1,1,2,2,64,80,149,10,44,31,567.338282078473,3.833366770800493,11.386713134191757,0.47574433584072795,0.19642857142857142,15454,0,0,0,16,0.0019292094722761963,0,0.0,0.0,0.16666666666666666
