0.0,10557102910,2011,2011,1,1,1,2,1,95,0,10557102910,2011,1,1,1,400,50,50,0.13473684210526315,100,1,False,50
0.0,10557102910,2011,2011,1,1,1,2,1,95,2,10557102910,2011,1,1,6,400,50,50,0.13473684210526315,100,1,False,50
0.0,10557102910,2011,2011,1,1,1,2,1,95,3,10557102910,2011,1,1,8,400,50,50,0.13473684210526315,100,1,False,50
0.0,10557102910,2011,2011,1,1,1,2,1,95,4,10557102910,2011,1,1,9,400,50,50,0.13473684210526315,100,1,False,50
0.0,10557102910,2011,2011,1,1,1,2,1,95,5,10557102910,2011,1,1,12,400,50,50,0.13473684210526315,100,1,False,50
0.0,10557102910,2011,2011,1,1,1,2,1,95,6,10557102910,2011,1,1,13,400,50,50,0.13473684210526315,100,1,False,50
0.0,10557102910,2011,2011,1,1,1,2,1,95,7,10557102910,2011,1,1,17,400,50,50,0.13473684210526315,100,1,False,50
0.0,10557102910,2011,2011,1,1,1,2,1,95,8,10557102910,2011,1,1,18,400,50,50,0.13473684210526315,100,1,False,50
0.0,10557102910,2011,2011,1,1,1,2,1,95,9,10557102910,2011,1,1,20,400,50,50,0.13473684210526315,100,1,False,50
0.0,10557102910,2011,2011,1,1,1,2,1,95,10,10557102910,2011,1,1,22,400,50,50,0.13473684210526315,100,1,False,50
0.0,10557102910,2011,2011,1,1,1,2,1,95,11,10557102910,2011,1,1,23,400,50,50,0.13473684210526315,100,1,False,50
0.0,10557102910,2011,2011,1,1,1,2,1,95,12,10557102910,2011,1,1,26,400,50,50,0.13473684210526315,100,1,False,50
0.0,10557102910,2011,2011,1,1,1,2,1,95,13,10557102910,2011,1,1,28,400,50,50,0.13473684210526315,100,1,False,50
0.0,10557102910,2011,2011,1,1,1,2,1,95,14,10557102910,2011,1,1,29,400,50,50,0.13473684210526315,100,1,False,50
0.0,10557102910,2011,2011,1,1,1,2,1,95,15,10557102910,2011,1,1,31,400,50,50,0.13473684210526315,100,1,False,50
0.0,10557102910,2011,2011,1,1,1,2,1,95,16,10557102910,2011,1,1,32,400,50,50,0.13473684210526315,100,1,False,50
0.0,10557102910,2011,2011,1,1,1,2,1,95,17,10557102910,2011,1,1,34,400,50,50,0.13473684210526315,100,1,False,50
0.0,10557102910,2011,2011,1,1,1,2,1,95,18,10557102910,2011,1,1,36,400,50,50,0.13473684210526315,100,1,False,50
