consumption,pid,address,year,week,weekday,time
0.0,110,10552105115,2011,1,7,95
89.9385560675883,174,10559106948,2011,1,7,95
1000.0,328,10556101832,2011,1,7,95
0.0,346,10552103478,2011,2,1,0
318.104906937394,195,10557100033,2011,2,1,0
1465.27472527473,166,10554100026,2011,2,1,0
65.6591405680991,301,10558100972,2011,2,1,0
302.083333333333,131,10551104854,2011,2,1,0
345.425867507886,189,10554106331,2011,2,1,0
973.534971644612,218,10559102023,2011,2,1,0
0.0,115,10554103122,2011,2,1,0
0.0,359,10552106717,2011,2,1,0
0.0,142,10554109840,2011,2,1,0
0.0,135,10556110030,2011,2,1,0
218.591549295775,202,10553109712,2011,2,1,0
0.0,357,10552108752,2011,2,1,0
0.0,370,10551106413,2011,2,1,0
0.0,71,10558101049,2011,2,1,0
0.0,350,10557107472,2011,2,1,0
65.0028719126938,286,10558100243,2011,2,1,0
87.0097508125677,264,10554103651,2011,2,1,0
62.1161191749427,321,10555103954,2011,2,1,0
0.0,33,10554105554,2011,2,1,0
398.924731182796,203,10553107424,2011,2,1,0
31.0613086038125,270,10557102312,2011,2,1,0
195.234657039711,266,10553108561,2011,2,1,0
374.848484848485,299,10554105518,2011,2,1,0
0.0,39,10556109567,2011,2,1,0
942.682926829268,323,10552100341,2011,2,1,0
0.0,134,10554101327,2011,2,1,0
0.0,17,10553105661,2011,2,1,0
0.0,96,10551104816,2011,2,1,0
83.0018587360595,257,10554102135,2011,2,1,0
0.0,104,10557103128,2011,2,1,0
0.0,99,10552108957,2011,2,1,0
0.0,123,10555106610,2011,2,1,0
0.0,147,10559104171,2011,2,1,0
0.0,32,10554101979,2011,2,1,0
0.0,364,10551103911,2011,2,1,0
1938.27160493827,241,10556110348,2011,2,1,0
148.768115942029,302,10556110730,2011,2,1,0
0.0,18,10555106251,2011,2,1,0
0.0,7,10555103967,2011,2,1,0
314.84375,209,10556100854,2011,2,1,0
0.0,86,10554104231,2011,2,1,0
49.3561030235162,277,10554110115,2011,2,1,0
4579.83193277311,208,10554104265,2011,2,1,0
212.88029925187,326,10553107623,2011,2,1,0
0.0,75,10551110670,2011,2,1,0
118.83963494133,313,10552103227,2011,2,1,0
411.947245927075,226,10555108539,2011,2,1,0
0.0,34,10553105425,2011,2,1,0
0.0,20,10557110342,2011,2,1,0
2766.94915254237,194,10555108274,2011,2,1,0
0.0,110,10552105115,2011,2,1,0
320.656226696495,192,10551110275,2011,2,1,0
0.0,106,10557109143,2011,2,1,0
0.0,362,10556100777,2011,2,1,0
41.5660592255125,304,10554103847,2011,2,1,0
426.470588235294,235,10554106466,2011,2,1,0
85.3346855983773,303,10555107630,2011,2,1,0
