consumption,pid,address,year,week,weekday,time
555.288461538462,215,10554107233,2011,1,4,47
68.203368683718,156,10554101862,2011,1,4,47
125.836120401338,320,10552101064,2011,1,4,47
351.957295373665,316,10554103428,2011,1,4,47
0.0,60,10553104870,2011,1,4,47
672.760942760943,299,10554105518,2011,1,4,47
0.0,338,10552111064,2011,1,4,47
280.515759312321,262,10555108229,2011,1,4,47
582.655826558266,247,10558106027,2011,1,4,47
0.0,333,10558109343,2011,1,4,47
118.273542600897,230,10555102436,2011,1,4,47
0.0,359,10552106717,2011,1,4,47
270.732519422864,248,10552106048,2011,1,4,47
0.0,111,10557103655,2011,1,4,47
0.0,43,10559109962,2011,1,4,47
0.0,77,10558105036,2011,1,4,47
0.0,157,10559111080,2011,1,4,47
0.0,335,10558110239,2011,1,4,47
158.392685274302,311,10553110642,2011,1,4,47
202.284946236559,197,10556103365,2011,1,4,47
27500.0,196,10557105880,2011,1,4,47
0.0,14,10554100219,2011,1,4,48
0.0,354,10551103651,2011,1,4,48
171.217690982194,286,10558100243,2011,1,4,48
0.0,22,10553105318,2011,1,4,48
0.0,69,10556109832,2011,1,4,48
880.0,223,10557107246,2011,1,4,48
33.2775919732441,188,10551103645,2011,1,4,48
0.0,43,10559109962,2011,1,4,48
113.479318734793,288,10552109311,2011,1,4,48
198.937452901281,271,10559109924,2011,1,4,48
0.0,351,10552106141,2011,1,4,48
0.0,12,10551104068,2011,1,4,48
349.041095890411,254,10551103177,2011,1,4,48
0.0,86,10554104231,2011,1,4,48
180.934283452098,233,10552103861,2011,1,4,48
0.0,38,10553108269,2011,1,4,48
0.0,139,10555109743,2011,1,4,48
168.731856378915,321,10555103954,2011,1,4,48
200.411805078929,272,10555110750,2011,1,4,48
0.0,66,10553104630,2011,1,4,48
211.793680297398,257,10554102135,2011,1,4,48
0.0,255,10558108716,2011,1,4,48
251.766784452297,217,10559107160,2011,1,4,48
0.0,96,10551104816,2011,1,4,48
194.112967382657,243,10551109635,2011,1,4,48
267.314285714286,260,10553110578,2011,1,4,48
537.537537537538,273,10559107741,2011,1,4,48
189.226973684211,175,10558100226,2011,1,4,48
0.0,338,10552111064,2011,1,4,48
0.0,370,10551106413,2011,1,4,48
3469.13580246914,241,10556110348,2011,1,4,48
877.556270096463,327,10555105755,2011,1,4,48
0.0,7,10555103967,2011,1,4,48
0.0,337,10553103373,2011,1,4,48
1009.94285714286,269,10555108859,2011,1,4,48
0.0,347,10559100268,2011,1,4,48
158.579752367079,301,10558100972,2011,1,4,48
0.0,8,10556103643,2011,1,4,48
0.0,122,10557107875,2011,1,4,48
0.0,102,10552108635,2011,1,4,48
150.304073436604,293,10556101320,2011,1,4,48
0.0,151,10553105032,2011,1,4,48
542.586750788643,189,10554106331,2011,1,4,48
0.0,144,10555110730,2011,1,4,48
118.346545866365,267,10556103527,2011,1,4,48
124.79375,330,10555102833,2011,1,4,48
546.458333333333,312,10557104753,2011,1,4,48
221.872074882995,180,10556103617,2011,1,4,48
346.178142766898,201,10553106434,2011,1,4,48
0.0,87,10554109530,2011,1,4,48
312.905236907731,326,10553107623,2011,1,4,48
0.0,154,10554101470,2011,1,4,48
696.397306397306,299,10554105518,2011,1,4,48
114.382752510337,319,10554103162,2011,1,4,48
0.0,280,10557107717,2011,1,4,48
1124.03100775194,210,10559109574,2011,1,4,48
0.0,75,10551110670,2011,1,4,48
1711.11111111111,328,10556101832,2011,1,4,48
0.0,350,10557107472,2011,1,4,48
1059.94871794872,307,10559109317,2011,1,4,48
7052.63157894737,228,10556107755,2011,1,4,48
725.112107623318,310,10556102824,2011,1,4,48
0.0,92,10552103867,2011,1,4,48
0.0,105,10555109762,2011,1,4,48
0.0,114,10554110947,2011,1,4,48
350.051177072671,227,10559110512,2011,1,4,48
0.0,349,10558104739,2011,1,4,48
377.314814814815,331,10557109516,2011,1,4,48
0.0,88,10551104147,2011,1,4,48
0.0,57,10559101825,2011,1,4,48
0.0,179,10557108017,2011,1,4,48
0.0,100,10551104258,2011,1,4,48
0.0,136,10559102069,2011,1,4,48
225.403435710567,221,10559102876,2011,1,4,48
219.669327251995,265,10559103733,2011,1,4,48
0.0,138,10555108725,2011,1,4,48
0.0,109,10556109941,2011,1,4,48
0.0,67,10552104937,2011,1,4,48
0.0,148,10557107113,2011,1,4,48
0.0,55,10558101537,2011,1,4,48
89.5288220551379,284,10556102469,2011,1,4,48
995.918367346939,207,10554110965,2011,1,4,48
0.0,153,10554105046,2011,1,4,48
540.641312453393,192,10551110275,2011,1,4,48
0.0,140,10556106049,2011,1,4,48
284.650630011455,206,10558103960,2011,1,4,48
0.0,342,10556109658,2011,1,4,48
292.234762979684,292,10557107125,2011,1,4,48
0.0,48,10553100954,2011,1,4,48
366.935166994106,268,10558102927,2011,1,4,48
103.492537313433,176,10558104451,2011,1,4,48
0.0,23,10558102680,2011,1,4,48
0.0,133,10555107743,2011,1,4,48
337.657657657658,242,10555100234,2011,1,4,48
0.0,155,10553103660,2011,1,4,48
2384.15841584158,276,10553102523,2011,1,4,48
0.0,53,10554105913,2011,1,4,48
0.0,332,10559104036,2011,1,4,48
0.0,31,10559108930,2011,1,4,48
219.814814814815,302,10556110730,2011,1,4,48
120.156565656566,261,10555107645,2011,1,4,48
0.0,142,10554109840,2011,1,4,48
509.090909090909,190,10558102235,2011,1,4,48
0.0,165,10553101212,2011,1,4,48
0.0,121,10557109116,2011,1,4,48
0.0,51,10557102217,2011,1,4,48
0.0,39,10556109567,2011,1,4,48
97.8567493112948,237,10559102440,2011,1,4,48
0.0,61,10551107364,2011,1,4,48
164.786944696283,300,10552107765,2011,1,4,48
0.0,186,10558110116,2011,1,4,48
0.0,65,10558109527,2011,1,4,48
578.680203045685,195,10557100033,2011,1,4,48
0.0,19,10553105138,2011,1,4,48
206.662515566625,172,10553108529,2011,1,4,48
210.449897750511,318,10554105940,2011,1,4,48
0.0,40,10553105461,2011,1,4,48
0.0,79,10557110366,2011,1,4,48
0.0,365,10557105424,2011,1,4,48
0.0,2,10553108641,2011,1,4,49
106.858288770053,158,10551110933,2011,1,4,49
0.0,355,10557110276,2011,1,4,49
0.0,101,10555104136,2011,1,4,49
365.761212886924,201,10553106434,2011,1,4,49
137.9625,330,10555102833,2011,1,4,49
194.765409383625,244,10551101822,2011,1,4,49
302.810880829016,263,10553101674,2011,1,4,49
0.0,167,10556103160,2011,1,4,49
0.0,337,10553103373,2011,1,4,49
311.549295774648,202,10553109712,2011,1,4,49
0.0,186,10558110116,2011,1,4,49
0.0,49,10555101030,2011,1,4,49
241.827586206897,245,10553101369,2011,1,4,49
0.0,347,10559100268,2011,1,4,49
755.135951661631,317,10555107410,2011,1,4,49
0.0,108,10554103632,2011,1,4,49
0.0,362,10556100777,2011,1,4,49
0.0,63,10556105844,2011,1,4,49
718.279569892473,203,10553107424,2011,1,4,49
0.0,54,10554109041,2011,1,4,49
228.006246746486,221,10559102876,2011,1,4,49
0.0,31,10559108930,2011,1,4,49
105.908596300326,315,10556110251,2011,1,4,49
0.0,105,10555109762,2011,1,4,49
120.156565656566,261,10555107645,2011,1,4,49
0.0,12,10551104068,2011,1,4,49
0.0,117,10557101142,2011,1,4,49
0.0,85,10556110047,2011,1,4,49
0.0,120,10553109555,2011,1,4,49
0.0,67,10552104937,2011,1,4,49
0.0,102,10552108635,2011,1,4,49
0.0,1,10555102440,2011,1,4,49
0.0,109,10556109941,2011,1,4,49
697.033898305085,205,10559107063,2011,1,4,49
280.367647058824,329,10556108726,2011,1,4,49
0.0,47,10551104118,2011,1,4,49
139.576897246474,296,10557110061,2011,1,4,49
