consumption,pid,address,year,week,weekday,time
213.849287169043,214,10552105845,2011,1,1,0
0.0,84,10557101575,2011,1,1,0
11445.8333333333,279,10558108912,2011,1,1,0
411.410788381743,246,10556102059,2011,1,1,0
0.0,112,10558110146,2011,1,1,0
0.0,356,10552104112,2011,1,1,0
135.600600600601,242,10555100234,2011,1,1,0
223.024911032028,316,10554103428,2011,1,1,0
0.0,2,10553108641,2011,1,1,0
0.0,125,10553110767,2011,1,1,0
0.0,53,10554105913,2011,1,1,0
94.4726166328601,303,10555107630,2011,1,1,0
0.0,22,10553105318,2011,1,1,0
0.0,11,10552110375,2011,1,1,0
291.666666666667,131,10551104854,2011,1,1,0
0.0,151,10553105032,2011,1,1,0
1352.51798561151,191,10554105748,2011,1,1,0
98.32531280077,311,10553110642,2011,1,1,0
0.0,351,10552106141,2011,1,1,0
0.0,31,10559108930,2011,1,1,0
0.0,19,10553105138,2011,1,1,0
0.0,337,10553103373,2011,1,1,0
0.0,93,10555100576,2011,1,1,0
59.816653934301,321,10555103954,2011,1,1,0
0.0,343,10554111075,2011,1,1,0
0.0,12,10551104068,2011,1,1,0
240.270727580372,195,10557100033,2011,1,1,0
0.0,362,10556100777,2011,1,1,0
195.234657039711,266,10553108561,2011,1,1,0
1863.78737541528,216,10555105144,2011,1,1,0
0.0,186,10558110116,2011,1,1,0
64.5578778135048,239,10557103668,2011,1,1,0
49.6987595983461,319,10554103162,2011,1,1,0
0.0,3,10555102026,2011,1,1,0
104.0,211,10556104859,2011,1,1,0
0.0,167,10556103160,2011,1,1,0
0.0,119,10558106351,2011,1,1,0
1257.94117647059,298,10555100159,2011,1,1,0
0.0,75,10551110670,2011,1,1,0
0.0,135,10556110030,2011,1,1,0
0.0,65,10558109527,2011,1,1,0
0.0,338,10552111064,2011,1,1,0
0.0,149,10554109757,2011,1,1,0
0.0,74,10554108646,2011,1,1,0
0.0,77,10558105036,2011,1,1,0
0.0,108,10554103632,2011,1,1,0
59.2216854535695,232,10553101330,2011,1,1,0
0.0,37,10558104077,2011,1,1,0
249.462365591398,219,10552106132,2011,1,1,0
0.0,87,10554109530,2011,1,1,0
0.0,76,10555101469,2011,1,1,0
0.0,157,10559111080,2011,1,1,0
0.0,280,10557107717,2011,1,1,0
0.0,40,10553105461,2011,1,1,0
100.917874396135,302,10556110730,2011,1,1,0
235.772357723577,247,10558106027,2011,1,1,0
0.0,15,10556106731,2011,1,1,0
0.0,56,10557100262,2011,1,1,0
0.0,113,10555108112,2011,1,1,0
252.37676056338,324,10556108321,2011,1,1,0
0.0,142,10554109840,2011,1,1,0
0.0,104,10557103128,2011,1,1,0
427.702702702703,294,10555110531,2011,1,1,0
1003.78048780488,323,10552100341,2011,1,1,0
